z,Surv,z1,Repr,Sex,Recr,Rcsz
2.3833165151096014,1,2.8060156914382874,0.0,,,
2.3853139809708788,1,2.7237958403341156,1.0,1.0,0.0,
2.387101354562621,0,,,,,
2.3928101769190206,0,,,,,
2.3939841804508664,1,2.7792970416064566,1.0,0.0,,
2.3995928490738563,0,,,,,
2.402942410300812,1,2.658670355247095,0.0,,,
2.4082648303281204,0,,,,,
2.411414706550916,1,2.735472562486647,0.0,,,
2.4127126312695073,0,,,,,
2.414368786453013,0,,,,,
2.4161690911973133,1,2.8090216435702122,1.0,0.0,,
2.4203312317605774,0,,,,,
2.4205793378123444,1,2.895928609959457,0.0,,,
2.424774386592995,0,,,,,
2.4288314575457126,0,,,,,
2.4333123563764105,0,,,,,
2.4359197736059808,1,2.827633438368371,0.0,,,
2.4360761720114983,1,2.7061917376447027,1.0,0.0,,
2.4369296805010388,0,,,,,
2.436964250991509,0,,,,,
2.4372634724844984,0,,,,,
2.438119889928294,0,,,,,
2.4435658710689196,0,,,,,
2.447572688501544,1,2.7318554639359407,0.0,,,
2.4483318492662223,1,2.8440961950852097,0.0,,,
2.4484009764307006,0,,,,,
2.454558357307041,0,,,,,
2.456093675597746,0,,,,,
2.4575576495228812,1,2.8100757914290893,1.0,1.0,1.0,2.163504161236818
2.4593247961512215,0,,,,,
2.4654627248236016,0,,,,,
2.466760676775361,0,,,,,
2.467501607763612,1,2.7619802387740933,0.0,,,
2.469461599156211,0,,,,,
2.4705470626374324,0,,,,,
2.4771867486447365,0,,,,,
2.4772047360105955,1,2.678720605631419,1.0,1.0,1.0,2.228803109989304
2.4815519319657966,0,,,,,
2.482676574959433,0,,,,,
2.48295502379953,0,,,,,
2.4849109513150807,0,,,,,
2.4863526238620786,0,,,,,
2.4867528423366925,0,,,,,
2.4899969109233644,1,2.7873356841761185,0.0,,,
2.4907983450741766,1,2.8571543730562663,1.0,0.0,,
2.4948760296295416,0,,,,,
2.496943883748348,1,2.729279107102926,0.0,,,
2.5003242229347618,1,2.855135644105879,0.0,,,
2.501648603799933,1,2.753619725200874,0.0,,,
2.5057141052859073,0,,,,,
2.5073503682891745,0,,,,,
2.508617371337394,0,,,,,
2.509352028605859,0,,,,,
2.5163373293316806,1,2.7736727792686278,0.0,,,
2.5213764310325018,0,,,,,
2.5230225405196918,0,,,,,
2.527611120327967,1,2.849261228219669,1.0,0.0,,
2.5301591714060714,0,,,,,
2.535454655108603,1,2.7659362139409907,0.0,,,
2.538065898626641,1,2.9781884454866003,1.0,1.0,1.0,2.3062839473365835
2.5415438166035744,1,2.7103131242810643,0.0,,,
2.5443641158095165,0,,,,,
2.5465294376232848,0,,,,,
2.5467385343298874,0,,,,,
2.547739192200782,1,2.7711486876619977,0.0,,,
2.549022335548269,0,,,,,
2.5508081438634638,0,,,,,
2.5540264642011272,1,2.7800775406056286,1.0,0.0,,
2.55732120322696,1,2.7980984025628244,0.0,,,
2.557442370147663,1,2.904761261674252,0.0,,,
2.558741675566745,0,,,,,
2.559746380242794,1,2.812410505755957,0.0,,,
2.5637348998059837,0,,,,,
2.5691240275552523,1,2.801531716599166,1.0,0.0,,
2.569214559809906,0,,,,,
2.571272484323587,1,2.7557962545867913,0.0,,,
2.5741025644598077,1,2.7313196913688604,0.0,,,
2.577796295799764,1,2.870331190921394,1.0,1.0,1.0,2.2561984654831457
2.5787433458515734,1,2.8243375375209663,0.0,,,
2.5789348334058237,0,,,,,
2.580136378992522,0,,,,,
2.5840091910160417,0,,,,,
2.5861773366929945,0,,,,,
2.58914416725025,1,2.9530681210792555,0.0,,,
2.5907668419431213,1,2.8992244493506236,0.0,,,
2.592734428452915,1,2.882279891831672,0.0,,,
2.594018678049154,1,2.9546806722579753,1.0,0.0,,
2.5955695522733464,1,2.8523710065206274,0.0,,,
2.598089971324331,1,2.756229490375252,0.0,,,
2.6019052029535907,0,,,,,
2.6019612294466317,0,,,,,
2.6039767956452717,0,,,,,
2.604059451858249,1,2.7175964312147225,0.0,,,
2.6056200246285353,1,2.7663720375363696,0.0,,,
2.6057843885185994,0,,,,,
2.606689775278866,1,2.873755764211414,0.0,,,
2.607271980126725,0,,,,,
2.6118108878630193,1,2.7920475515006946,0.0,,,
2.6136775449950496,0,,,,,
2.6163261353513136,0,,,,,
2.616408790355905,0,,,,,
2.6175231214213994,0,,,,,
2.6216439478590017,0,,,,,
2.623176353763454,1,2.8765187076416745,0.0,,,
2.623638629636963,0,,,,,
2.624288318401703,1,2.8160729263190225,0.0,,,
2.6275117551019,0,,,,,
2.631490420644588,1,2.820743616037226,0.0,,,
2.63266047004365,1,2.854955374781916,0.0,,,
2.633213054064862,1,2.8267970608865007,1.0,1.0,1.0,2.1324577426172806
2.6376184783007814,0,,,,,
2.644347466945523,1,2.8415086124087527,1.0,1.0,1.0,2.24089940598256
2.645469388218663,0,,,,,
2.6484127327745686,0,,,,,
2.6487752957508506,1,2.848356298504398,1.0,0.0,,
2.6499298913474236,1,2.8760823206668342,0.0,,,
2.649996144690822,0,,,,,
2.6505440025005575,0,,,,,
2.651492982038913,1,2.950006192182834,0.0,,,
2.6516122079097095,1,2.9278640589901244,1.0,0.0,,
2.652774981669657,0,,,,,
2.6529720407640838,1,2.8400384232972904,1.0,1.0,1.0,2.266186266665362
2.653680736084942,1,2.915341242489382,0.0,,,
2.65432269729659,1,2.879947429803333,0.0,,,
2.6553039359386092,1,2.9782456769194954,0.0,,,
2.656641278357715,0,,,,,
2.659941700741042,1,3.009381803169204,0.0,,,
2.662345760237095,0,,,,,
2.6630640266345136,1,2.8600050479296018,0.0,,,
2.663827866515347,0,,,,,
2.6643209684765945,0,,,,,
2.6645766449460893,0,,,,,
2.667588722719775,1,2.913473906784442,0.0,,,
2.6719206400449282,1,2.9854068492020907,0.0,,,
2.673647109861213,0,,,,,
2.674269519909925,1,2.952544756872347,1.0,0.0,,
2.6787335251060016,1,2.936051456725449,1.0,0.0,,
2.6835776538586815,1,2.852205237228737,0.0,,,
2.683970850545045,0,,,,,
2.684201543564222,1,2.790287800096828,0.0,,,
2.6881811778066393,1,2.9390309343404577,0.0,,,
2.69502381273717,0,,,,,
2.6971737162875282,0,,,,,
2.69944782438171,0,,,,,
2.699501234177748,0,,,,,
2.7000828559718317,0,,,,,
2.701198122110631,1,2.9163063939950913,0.0,,,
2.7014387032686553,1,2.919681797389509,1.0,1.0,1.0,2.0932131522756663
2.7014644835908213,0,,,,,
2.701857891172631,0,,,,,
2.7034274391324464,0,,,,,
2.7053077102947074,1,2.8914908368512973,1.0,0.0,,
2.705719420624142,1,2.9447996385834894,1.0,0.0,,
2.706992859928459,1,2.862003529683251,0.0,,,
2.7071101939418485,0,,,,,
2.70867796665552,0,,,,,
2.711579233165243,0,,,,,
2.7131264997493605,1,2.8854970747228914,1.0,1.0,1.0,2.3576864285935017
2.7131602567509634,1,2.8581327646628902,0.0,,,
2.7138488023776657,0,,,,,
2.716895475608407,1,2.870296555991064,1.0,0.0,,
2.7169044458759517,1,2.8636773057122467,0.0,,,
2.7189837482326964,1,2.9456863910303617,0.0,,,
2.719117733702616,1,3.1069417782594844,1.0,1.0,0.0,
2.722081705493641,1,2.9506783928982334,1.0,0.0,,
2.7252889808406597,0,,,,,
2.7275112952137963,1,2.825355997227648,1.0,1.0,1.0,2.0673015003904633
2.727912459323994,0,,,,,
2.7281938928046405,1,2.9413459650658975,0.0,,,
2.7309827765715613,0,,,,,
2.7336004589918548,0,,,,,
2.7369842712221466,1,2.9638868186678873,1.0,1.0,1.0,2.5260401679925732
2.740174258205193,1,2.846680956481597,1.0,1.0,1.0,2.3486751386882663
2.7447749546023386,1,2.9367869322421516,1.0,1.0,1.0,2.5520785577232936
2.7473579362249643,1,3.0607470205295746,1.0,0.0,,
2.74787603248747,1,3.077415215990215,1.0,1.0,1.0,2.515891751834235
2.74815760279565,1,2.9722526355217838,1.0,1.0,0.0,
2.751999992424653,1,2.940259118132973,1.0,0.0,,
2.7548120343130296,1,2.94900095568119,0.0,,,
2.7566058511495446,1,2.9500332201797836,0.0,,,
2.7576418774968463,1,2.9150076517417127,0.0,,,
2.758717720055068,0,,,,,
2.759552228383473,1,3.1002737379738106,1.0,0.0,,
2.7605963965455986,1,3.10590427825911,0.0,,,
2.7611319075177723,1,2.981180865852318,1.0,0.0,,
2.7637273675053162,1,3.0340431121245226,0.0,,,
2.7640381120732056,1,3.0714890496124383,0.0,,,
2.7641541994449312,0,,,,,
2.7678364025439386,1,2.993105487807436,0.0,,,
2.771511876072509,0,,,,,
2.771643632240788,1,2.9793871949538153,1.0,1.0,1.0,2.4687323446345677
2.772397954708432,1,2.9677912009378598,1.0,0.0,,
2.7742894365853514,1,3.101106544178349,0.0,,,
2.777525313873584,1,3.000756187192037,1.0,1.0,0.0,
2.7827429095731473,1,2.9108057095024633,1.0,0.0,,
2.7843936735734127,0,,,,,
2.7851077263057715,0,,,,,
2.7862283737155074,1,2.9196770942381995,0.0,,,
2.7899064992009057,0,,,,,
2.7921099488490015,0,,,,,
2.7924418105324182,1,2.8741664692042037,1.0,0.0,,
2.7931752536467434,1,2.953717711067747,1.0,1.0,1.0,2.199940995134951
2.800593515004755,1,2.908388117185291,0.0,,,
2.802269200821862,1,2.928820216380809,1.0,0.0,,
2.806783110634454,1,2.9946858940788377,1.0,1.0,1.0,2.243405594899144
2.810626787011238,1,2.8314024499155552,0.0,,,
2.813138406132155,1,2.9483444038835867,1.0,0.0,,
2.8146184484512506,1,2.9731590331813837,1.0,0.0,,
2.8160949011022645,1,2.9912389090437235,0.0,,,
2.82056585973299,1,2.979779343968676,1.0,0.0,,
2.822104672613633,0,,,,,
2.8234085799042146,1,2.9815840000170475,0.0,,,
2.823732365750505,0,,,,,
2.8259564153465573,1,2.815162140920971,1.0,0.0,,
2.827003842963275,1,2.9508907293958924,1.0,0.0,,
2.8288461038643153,1,2.9831122200417712,1.0,1.0,0.0,
2.832752537506605,0,,,,,
2.837166294185465,1,3.0877482746789187,0.0,,,
2.8373610456696605,0,,,,,
2.837771829901189,1,2.965829091147681,0.0,,,
2.8388567964992752,1,2.915374512804979,1.0,0.0,,
2.84093432426824,1,3.0234427660912124,0.0,,,
2.842609873146609,1,3.0217849442046227,1.0,0.0,,
2.845702607010398,1,2.9333476016540962,0.0,,,
2.8466116389591094,0,,,,,
2.847496785112416,0,,,,,
2.8508207645799075,1,3.0437295010618794,1.0,0.0,,
2.8540139914725144,1,2.9847992414768743,1.0,1.0,1.0,2.2697367460964926
2.8541887322532156,1,2.9792859949192363,1.0,1.0,1.0,2.5164288214611785
2.8570497342330623,1,3.0251489402393883,0.0,,,
2.8615347362407006,1,2.883989224684641,1.0,1.0,1.0,2.170444469422936
2.8623595887622453,1,3.004669193611348,0.0,,,
2.8626643059736065,1,2.8454619310088023,1.0,1.0,1.0,2.154138571499576
2.862977869542091,1,2.9255546394635545,1.0,1.0,0.0,
2.863206547584723,0,,,,,
2.8632382376159753,1,2.9621109181615624,1.0,1.0,1.0,2.147049420538226
2.863478151812768,1,3.028434719022919,0.0,,,
2.864449772352995,1,2.9791003223696477,0.0,,,
2.8697261759742636,1,3.046052870115995,0.0,,,
2.870311104710461,1,2.9345888823360644,1.0,1.0,1.0,2.402647141161683
2.8736907587082055,1,3.17335052098872,0.0,,,
2.874128100820877,1,2.777509959720307,0.0,,,
2.87541431290507,1,3.0018167850431112,0.0,,,
2.8759407911086403,1,3.0172645779316625,1.0,1.0,1.0,2.519213402652984
2.8760135521329793,1,2.9387834653527922,1.0,1.0,0.0,
2.876393462607136,0,,,,,
2.8789138886917764,0,,,,,
2.879882008127219,0,,,,,
2.8838059453283087,1,3.0085295828174865,0.0,,,
2.88520536809109,1,2.9938811023691128,1.0,1.0,1.0,2.4212801564807767
2.886388562802999,1,3.13603380226636,1.0,0.0,,
2.8903506082357446,1,2.992888889697712,1.0,1.0,1.0,2.3483903510716835
2.8927741284823596,1,3.02648535356051,1.0,1.0,1.0,2.6505212503126496
2.8930949297053097,1,3.171079206030555,0.0,,,
2.8932970258355524,1,3.0090386414644503,0.0,,,
2.8936961107927752,1,3.0942972693542545,1.0,0.0,,
2.8947680410828434,1,2.888103223690522,0.0,,,
2.8971035468214663,1,2.989742367168901,1.0,0.0,,
2.8982124048693194,1,3.0401479396509226,1.0,1.0,1.0,2.2190687447457633
2.8984645061616003,1,2.9004769623814797,1.0,1.0,1.0,2.2180686611619316
2.8990227442601912,1,3.0112099795429086,1.0,0.0,,
2.900135906089715,0,,,,,
2.900455383541667,1,3.0578567724611228,1.0,0.0,,
2.9024420454726036,1,3.0269042887579127,1.0,1.0,1.0,2.429574888105863
2.903607672740681,1,2.9328173782101414,1.0,0.0,,
2.9043352274160523,1,3.125032362628878,0.0,,,
2.9054259531563043,0,,,,,
2.9069391952569377,1,3.1254928512193656,0.0,,,
2.911953906064171,1,2.918461820214739,1.0,0.0,,
2.9133682419731772,1,3.065997310974996,1.0,0.0,,
2.91387349943108,1,2.9252855159130697,0.0,,,
2.914551855829441,1,2.9442090909926897,1.0,1.0,0.0,
2.9148962198488393,0,,,,,
2.9159090796258704,0,,,,,
2.9168780190674015,1,2.9956995065742285,1.0,1.0,1.0,2.3796292916252684
2.9178202078055038,1,3.04022272735367,1.0,0.0,,
2.918635548079978,1,3.186037204511988,0.0,,,
2.919811850714843,0,,,,,
2.9198252303352628,1,3.0707717635963987,0.0,,,
2.9198768013303464,1,3.073018487977095,1.0,1.0,1.0,2.7143306461408456
2.920197527703982,1,3.1365642167074554,1.0,0.0,,
2.922649620242258,0,,,,,
2.923123462927748,1,3.023307528221693,1.0,0.0,,
2.923316002993903,1,3.007441918787665,0.0,,,
2.9241619900220455,0,,,,,
2.9244302998416605,0,,,,,
2.924620994203,1,3.0830352322687244,1.0,0.0,,
2.9267622130947455,1,3.0474909350076795,1.0,1.0,1.0,2.5257117431919776
2.932579066669563,1,3.0152704526456726,1.0,1.0,1.0,2.6056133247290103
2.933688294820473,1,3.0550251975133,1.0,0.0,,
2.933811349628543,1,2.9707982900432426,1.0,0.0,,
2.9341532061234776,0,,,,,
2.9355417803725263,1,3.026126427523976,0.0,,,
2.936803118900951,1,3.0357048141326177,1.0,1.0,1.0,2.3753734768294876
2.9372134775578487,1,3.249089474960012,1.0,0.0,,
2.9376534592105776,0,,,,,
2.939029853875801,1,3.1571892978886273,0.0,,,
2.939283458202947,1,3.025751338828085,1.0,1.0,1.0,2.478337139754018
2.9416778322374784,1,3.0922779487572485,1.0,0.0,,
2.9425985835986253,0,,,,,
2.9427649608688013,1,3.0229572348656517,0.0,,,
2.9451603045864343,1,3.122066723333486,1.0,0.0,,
2.948777765634724,0,,,,,
2.9495744901189727,1,2.9582380814200255,1.0,1.0,1.0,2.367442699467572
2.9521605244434137,0,,,,,
2.9525264104972866,1,3.242454707039318,1.0,0.0,,
2.9529938751020897,1,3.0936888687872517,1.0,0.0,,
2.953147983035426,1,3.0339915098869192,1.0,0.0,,
2.953158306382756,1,2.971954851326823,1.0,1.0,1.0,2.681934125591657
2.9538765573297927,1,3.104725902000848,0.0,,,
2.954297310483342,1,3.17253071554246,0.0,,,
2.955876876833938,1,3.026137111694659,1.0,0.0,,
2.958403203549375,1,2.9027426032891888,1.0,0.0,,
2.9609149442067846,1,3.163603734194928,1.0,1.0,1.0,2.4368738069701825
2.9621462753762233,1,2.9018847383221513,0.0,,,
2.964976873635031,1,3.0133399900741447,1.0,0.0,,
2.965478745546409,1,3.0913708855918283,1.0,1.0,1.0,2.455823755251051
2.9655857360981215,1,3.031013934828821,1.0,1.0,1.0,2.574227518671227
2.9658769533606786,1,2.9585011459919244,1.0,1.0,1.0,2.5034429547248473
2.9660170801484953,0,,,,,
2.9669470503133164,1,2.9669927846625677,0.0,,,
2.967655876539435,1,3.0807884162470196,1.0,1.0,1.0,2.1044482185101576
2.968427798038196,1,3.277508619038867,1.0,1.0,1.0,2.732556909225001
2.969891246673745,1,2.9619424799274707,1.0,0.0,,
2.9704940565294256,1,3.1099740775359392,0.0,,,
2.972420573523398,1,3.0142164920105516,1.0,1.0,1.0,2.5712447275351833
2.9761727164852347,1,3.0235760648327927,1.0,1.0,1.0,2.4107662334239164
2.976190070325404,1,3.1348021616317125,1.0,1.0,1.0,2.2821952549040687
2.976194541864927,1,3.0608335485647498,0.0,,,
2.9774970796067333,1,2.9826463433672927,0.0,,,
2.9779531261868075,1,2.9799730371074062,1.0,1.0,1.0,2.690364790139155
2.9801295058423873,0,,,,,
2.981085172140946,1,3.1585567790771227,1.0,0.0,,
2.9845522087350083,1,3.261238568914499,1.0,1.0,1.0,2.116608129069318
2.9851203367329435,1,3.1028983122724045,1.0,0.0,,
2.987598651511919,1,3.1184824234119066,1.0,0.0,,
2.9876528881166755,0,,,,,
2.9904476260663695,1,3.116291932979191,1.0,0.0,,
2.9917481773829264,0,,,,,
2.992175599400025,1,2.9992536620003247,0.0,,,
2.9943730996308084,1,3.057910496068765,0.0,,,
2.9944789215852587,1,3.096303569632471,1.0,1.0,1.0,2.615610195773962
2.9950714953228763,1,3.022306313978395,0.0,,,
2.9966178111143065,1,3.032209451654758,0.0,,,
2.99670243961395,1,3.1788894526962372,1.0,0.0,,
2.997331308164811,1,3.0518695141624996,1.0,1.0,1.0,2.567475578662534
2.9986412768854773,1,3.155922653834602,0.0,,,
2.9991933799862056,0,,,,,
2.999537958258231,1,2.957804037688755,1.0,1.0,1.0,2.682234014369272
2.999618038977889,1,3.131009459502048,1.0,0.0,,
3.0014381114428477,1,3.1240348875401645,1.0,1.0,1.0,2.3761743364548686
3.003268182397245,1,3.139406012720434,1.0,1.0,1.0,2.515821048731234
3.0043332178533264,1,2.9595258783352247,1.0,1.0,1.0,2.5212457978477
3.0047169747129385,1,3.0843781889381554,0.0,,,
3.005093034396511,1,3.1296613474946158,0.0,,,
3.005607541286148,1,3.14741476818144,0.0,,,
3.0067833502280648,1,3.137622083068535,1.0,0.0,,
3.007163681859596,1,3.101831227924061,1.0,0.0,,
3.0091970470576284,1,3.0143987865836057,0.0,,,
3.009516998540707,1,3.128417017694714,0.0,,,
3.0105613269130465,0,,,,,
3.0118270764695625,1,3.0427630145249367,1.0,1.0,1.0,2.6984923602435438
3.012854183227226,1,3.1855540543525085,0.0,,,
3.0130956465953025,1,2.986479972827431,1.0,1.0,1.0,2.3349856252352508
3.013095943157812,1,3.1629632112449557,1.0,1.0,1.0,2.514563671492884
3.013361332005568,1,3.118313557722653,1.0,1.0,1.0,2.448298037261947
3.0141108097296443,0,,,,,
3.0166145193757505,1,3.211417624493006,0.0,,,
3.0167917063789895,1,3.0567189204481613,0.0,,,
3.018180050438831,1,2.971907402476399,1.0,0.0,,
3.019814188617343,1,3.1535698644358354,0.0,,,
3.026737408954456,0,,,,,
3.0273575153837093,1,3.0221914990050562,1.0,0.0,,
3.0275935308758846,1,3.1600474573755863,1.0,1.0,1.0,2.499513690046219
3.028715081269499,0,,,,,
3.0300742879413,1,3.1377724534253693,1.0,0.0,,
3.030621297807382,1,3.1454268992522976,0.0,,,
3.0318178703819365,0,,,,,
3.0321764722023317,1,3.0102869310079425,0.0,,,
3.0324021998672146,1,3.178175053748352,0.0,,,
3.032728628135463,1,3.0675415264786516,1.0,0.0,,
3.0330299624755486,0,,,,,
3.0338325466856344,1,3.075511346483383,0.0,,,
3.0342856916763448,0,,,,,
3.03467448600892,1,3.0788075831638393,1.0,1.0,1.0,2.642227456577379
3.0349157890666407,1,3.0551535286706293,0.0,,,
3.0350893798334733,1,3.1617453765848342,1.0,1.0,1.0,2.655467506146423
3.0355169144245524,1,3.079805208260862,1.0,1.0,1.0,2.256556010790989
3.0359377332979403,1,3.178943161760112,1.0,1.0,1.0,2.617442503810958
3.0364999852941703,1,3.115069762249201,1.0,1.0,0.0,
3.037573563202499,1,3.080930714568208,1.0,1.0,1.0,2.557430358467965
3.0379197015331276,1,3.0609912293685015,1.0,1.0,1.0,2.806349617463915
3.03826649350627,1,3.1012121312781713,1.0,0.0,,
3.0393909714453793,1,3.015755293847569,1.0,1.0,1.0,2.661225873717855
3.0399457416554063,1,3.062987548546877,1.0,0.0,,
3.0401101855407604,1,3.1191146796929585,1.0,1.0,1.0,2.8236807667306327
3.0404186101319364,0,,,,,
3.0411801780260213,1,3.158762739815633,1.0,1.0,1.0,2.4186080787614928
3.0413012616392985,1,3.2100780184576267,1.0,0.0,,
3.044598629842298,1,3.0935990230918007,1.0,1.0,1.0,2.5956787451519006
3.045279188910063,0,,,,,
3.045755941361096,1,3.0606032397358574,1.0,0.0,,
3.0476609440932756,1,3.1548788221818964,1.0,0.0,,
3.0481472037257147,1,3.0900368970832117,1.0,1.0,0.0,
3.0487316943943057,1,3.023823127557798,1.0,0.0,,
3.0488026314726207,1,3.1228117199779395,1.0,0.0,,
3.048995976499119,1,3.113491067134798,1.0,0.0,,
3.0495185350187186,1,3.0508626122954925,0.0,,,
3.051285784544179,1,3.005961591303851,0.0,,,
3.0522785117281974,1,3.186473400905246,1.0,1.0,1.0,2.4857137373144704
3.0523468338210074,1,2.9924225255430295,1.0,1.0,1.0,2.6368686469314397
3.0531703142642685,1,2.983629873636042,1.0,0.0,,
3.053263477832013,1,3.0652961399001994,1.0,1.0,1.0,2.565255103456426
3.0534592372076697,0,,,,,
3.0548896681528994,0,,,,,
3.0560327469900535,1,3.1844733314694156,1.0,1.0,1.0,2.6681663747989894
3.0560461737180353,1,3.116233746951573,1.0,1.0,1.0,2.385793551248448
3.056694545078976,1,3.1518716809988754,1.0,0.0,,
3.0585496157802905,1,3.15340075404904,1.0,1.0,1.0,2.396103956842199
3.059235696183953,1,3.231833049335033,0.0,,,
3.0595656852280366,1,3.1382772189685637,0.0,,,
3.05989837326729,1,3.1849731926221567,0.0,,,
3.0602066717445346,1,3.255269993396294,0.0,,,
3.0612369858928625,0,,,,,
3.0617364695081273,1,3.0042558685031495,1.0,0.0,,
3.0626832679512535,1,3.147716759639402,0.0,,,
3.0627983800906757,1,3.0375997500470673,1.0,1.0,1.0,2.481775185533763
3.064069344022563,1,3.21244893289243,1.0,0.0,,
3.0641250179461155,1,3.2235983611490813,1.0,1.0,0.0,
3.064127553011082,1,3.1791843656306287,1.0,1.0,1.0,2.4472565603728107
3.064818053435747,1,2.981050896064171,1.0,0.0,,
3.0650993046965547,1,3.1794540823299213,1.0,1.0,1.0,2.691917799083506
3.0653262614917036,1,3.0825539014088394,1.0,0.0,,
3.0654241983120927,1,3.1941784732279173,1.0,0.0,,
3.065687422490858,1,2.974464661774003,1.0,1.0,1.0,2.34541384799463
3.0660153550486404,0,,,,,
3.0662819043543923,0,,,,,
3.0670780932881208,0,,,,,
3.0678143213097337,0,,,,,
3.068481264560042,1,3.0381795491198718,1.0,0.0,,
3.0691011479640644,1,3.1012046258688617,0.0,,,
3.0698261825497952,0,,,,,
3.0710544502691874,1,3.2081902420362556,1.0,0.0,,
3.07150505594285,1,3.1875957480161823,1.0,0.0,,
3.0720243717540625,1,3.112079051556439,0.0,,,
3.074034868390094,1,3.1844127106565985,0.0,,,
3.0741398103916993,1,3.110919642719318,0.0,,,
3.0742396739753417,1,3.081409396534488,1.0,0.0,,
3.0754295672206253,1,3.0143886364503336,1.0,1.0,1.0,2.3843554463197334
3.075546783366733,1,3.2118838942818573,1.0,1.0,1.0,2.7600289638530704
3.077807795349763,1,3.1431207957225142,1.0,0.0,,
3.078046826020672,1,3.057897043179184,0.0,,,
3.078060580747828,1,3.0320126525225652,1.0,0.0,,
3.0782556290707066,1,3.10608456355249,1.0,1.0,1.0,2.501279528012854
3.0791208583014726,1,3.0475092238672477,1.0,1.0,1.0,2.5505553965099246
3.079798625433315,1,3.0905573009262053,0.0,,,
3.0798409167338163,0,,,,,
3.0808034106230564,1,3.2155217747576628,0.0,,,
3.080830330991189,1,3.017183939946622,1.0,1.0,1.0,2.555951659763595
3.081596733215804,1,3.2190971115173594,0.0,,,
3.081656277693032,1,3.1523032879134556,1.0,1.0,1.0,2.6090984267203736
3.081691273490494,1,3.0772483396261467,0.0,,,
3.0819562520110297,0,,,,,
3.082005176396773,0,,,,,
3.082840712682636,1,3.140200277957009,1.0,0.0,,
3.0829921240987836,1,3.193339216331088,1.0,1.0,1.0,2.7248640866156784
3.083064596926543,1,3.243166608543255,0.0,,,
3.0832629907415017,1,3.0110208129537033,1.0,0.0,,
3.08473937329285,1,3.110364842743028,1.0,1.0,1.0,2.6676431398487557
3.084762191977725,1,3.085912586294472,1.0,0.0,,
3.086646942715839,0,,,,,
3.0868838481838003,1,3.059826273231645,1.0,0.0,,
3.087525084498241,1,3.124877613686432,0.0,,,
3.0891087456124615,1,3.015214987842205,1.0,0.0,,
3.08936701013654,1,3.191381605027692,1.0,1.0,1.0,2.6698049289675154
3.0893916480132995,1,3.0944189251363556,0.0,,,
3.0895716279078314,1,3.213166064031084,0.0,,,
3.0896906450053025,1,3.125049300703539,1.0,1.0,1.0,2.5805852904408266
3.0899423871590455,1,3.2297230987764993,0.0,,,
3.0904354912785093,0,,,,,
3.0907241687166294,0,,,,,
3.091075021948261,1,3.1694477948349546,1.0,0.0,,
3.0910944871518273,1,3.125854393101369,1.0,1.0,1.0,2.6243641578025465
3.0912272639313274,1,3.106532498490125,1.0,0.0,,
3.092100230611531,1,3.1042805629067214,0.0,,,
3.0930545144720707,1,3.071116490253914,1.0,1.0,0.0,
3.0933632269623272,1,3.2246657477548197,1.0,0.0,,
3.093959605954046,1,3.0786457532878253,1.0,0.0,,
3.0950817843079235,1,3.0300379166376383,0.0,,,
3.0951136710228297,0,,,,,
3.095999282224127,1,3.1165944091152946,0.0,,,
3.0962482187585976,1,3.1095676115818076,0.0,,,
